
Datum;Kl;NO;NO2;NOx;CO;CO2;PM10
2024-06-17;06:15:00;1.51546;6.62865;8.94427;0.214947;389.008;8.92787
2024-06-17;06:30:00;1.61058;4.42049;6.88145;0.20371;386.958;8.6891
2024-06-17;06:45:00;3.32805;12.0175;17.1027;0.232957;388.127;10.2008
2024-06-17;07:00:00;1.8331;8.69362;11.4946;0.243951;388.424;8.48853
2024-06-17;07:15:00;4.92762;17.2679;24.7974;0.265066;392.991;13.1574
2024-06-17;07:30:00;4.84633;16.6748;24.08;0.265652;393.47;11.404
2024-06-17;07:45:00;9.81755;23.4519;38.4531;0.269699;397.079;13.1359
2024-06-17;08:00:00;6.59059;17.7762;27.8466;0.282423;392.838;6.74434
2024-06-17;08:15:00;4.83788;17.7441;25.1364;0.266493;395.5;7.51904
2024-06-17;08:30:00;21.9747;26.5667;60.144;0.292386;404.99;10.4323
2024-06-17;08:45:00;30.7986;41.7327;88.7928;0.288434;415.439;22.8027
2024-06-17;09:00:00;12.629;23.3124;42.6095;0.277907;404.097;23.0646
2024-06-17;09:15:00;13.9332;26.1643;47.4542;0.335619;402.224;17.5323
2024-06-17;09:30:00;15.9789;27.6269;52.0427;0.390791;399.979;15.4487
2024-06-17;09:45:00;11.8335;22.8543;40.9359;0.305646;401.897;12.9405
2024-06-17;10:00:00;14.0288;22.4106;43.8467;0.280558;396.03;11.7267
2024-06-17;10:15:00;15.3692;23.4071;46.8912;0.285482;397.66;13.1178
2024-06-17;10:30:00;15.1191;28.6424;51.7444;0.309766;402.438;13.7673
2024-06-17;10:45:00;17.3617;27.4075;53.9361;0.306775;398.494;16.1766
2024-06-17;11:00:00;7.26863;15.7104;26.8169;0.299203;391.564;11.3637
2024-06-17;11:15:00;8.08524;15.3353;27.6895;0.299988;394.991;16.8388
2024-06-17;11:30:00;10.4392;24.0481;39.9992;0.318975;393.265;22.0446
2024-06-17;11:45:00;10.9007;28.3616;45.0179;0.424125;397.479;19.1802
2024-06-17;12:00:00;9.505;20.0614;34.585;0.317811;397.258;21.3074
2024-06-17;12:15:00;21.0254;33.7458;65.8727;0.310574;399.786;17.0123
2024-06-17;12:30:00;15.9371;24.6751;49.027;0.356935;401.042;15.0923
2024-06-17;12:45:00;14.329;20.1232;42.0178;0.407471;399.72;18.1983
2024-06-17;13:00:00;14.907;32.1467;54.9245;0.36735;396.493;18.5059
2024-06-17;13:15:00;13.686;31.7971;52.7094;0.349212;397.131;20.6733
2024-06-17;13:30:00;4.57647;16.3559;23.3488;0.322494;390.877;24.9116
2024-06-17;13:45:00;3.06211;10.3786;15.0576;0.278728;386.939;16.4424
2024-06-17;14:00:00;4.6278;12.4591;19.5304;0.355442;391.259;7.96756
2024-06-17;14:15:00;7.66717;22.7505;34.4659;0.387586;397.031;5.60992
2024-06-17;14:30:00;4.021;17.3507;23.4948;0.33807;391.594;13.4828
2024-06-17;14:45:00;11.8748;18.2394;36.3842;0.338545;395.091;5.3404
2024-06-17;15:00:00;13.33;33.4724;53.8406;0.33849;404.499;2.38592
2024-06-17;15:15:00;13.6907;26.5363;47.4557;0.310372;404.933;5.38971
2024-06-17;15:30:00;14.748;26.1196;48.6545;0.343151;402.859;14.3725
2024-06-17;15:45:00;18.6562;39.4178;67.9244;0.368619;408.109;4.07938
2024-06-17;16:00:00;12.6729;31.918;51.2822;0.341661;404.763;1.49462
2024-06-17;16:15:00;9.39752;24.02;38.3794;0.395285;403.174;1.72685
2024-06-17;16:30:00;14.1545;25.8043;47.4323;0.399476;404.636;1.95584
2024-06-17;16:45:00;8.93095;23.0945;36.741;0.331625;401.191;12.5747
2024-06-17;17:00:00;11.9935;26.1654;44.4915;0.353768;407.794;51.0568
2024-06-17;17:15:00;19.0351;27.3602;56.4458;0.398056;411.246;35.2256
2024-06-17;17:30:00;15.6858;31.9257;55.8937;0.339203;407.058;25.3314
2024-06-17;17:45:00;11.3447;26.9431;44.2779;0.55878;401.822;16.096
2024-06-17;18:00:00;5.25756;18.7809;26.8144;0.409435;400.683;19.5358
2024-06-17;18:15:00;9.87042;24.3717;39.4537;0.362336;399.912;32.3604
2024-06-17;18:30:00;8.23662;31.5063;44.0918;0.557693;401.745;29.3349
2024-06-17;18:45:00;12.3061;22.3882;41.1919;0.527493;401.771;16.8863
2024-06-17;19:00:00;6.82466;23.9977;34.4258;0.478632;398.929;16.7723
2024-06-17;19:15:00;6.37256;18.1991;27.9364;0.455153;399.738;3.04907
2024-06-17;19:30:00;11.5961;20.6252;38.3442;0.29876;397.942;10.1806
2024-06-17;19:45:00;4.15495;15.3571;21.7059;0.297629;397.927;17.3295
2024-06-17;20:00:00;10.2137;20.982;36.5886;0.400805;399.595;19.3135
2024-06-17;20:15:00;10.7729;19.7019;36.163;0.603128;399.897;16.8364
2024-06-17;20:30:00;9.19304;21.2076;35.2546;0.531732;398.002;12.4104
2024-06-17;20:45:00;3.0153;10.5287;15.1361;0.335463;394.587;18.2888
2024-06-17;21:00:00;11.1007;12.4507;29.4126;0.395227;398.19;19.0174
2024-06-17;21:15:00;7.2058;17.5276;28.5381;0.454419;404.138;12.9901
2024-06-17;21:30:00;3.36369;12.3371;17.4768;0.398073;399.037;17.2885
2024-06-17;21:45:00;4.64522;15.259;22.3569;0.408493;399.918;24.5459
2024-06-17;22:00:00;5.48837;16.6166;25.0028;0.431054;394.301;23.6949
2024-06-17;22:15:00;3.73799;14.0303;19.7419;0.412826;393.349;19.277
2024-06-17;22:30:00;2.61792;11.6346;15.6348;0.36636;390.775;23.3613
2024-06-17;22:45:00;1.67024;10.5168;13.0689;0.392747;391.059;20.253
2024-06-17;23:00:00;1.34387;9.04375;11.0972;0.301971;390.167;15.7947
2024-06-17;23:15:00;0.956184;13.0709;14.532;0.359572;391.804;14.6886
2024-06-17;23:30:00;1.25893;9.5479;11.4715;0.325494;391.458;18.4602
2024-06-17;23:45:00;2.56231;6.06756;9.98276;0.320629;392.712;22.3422
2024-06-18;00:00:00;2.85936;9.2025;13.5716;0.322033;390.544;19.3871
2024-06-18;00:15:00;1.97249;13.937;16.951;0.321876;389.937;14.4229
2024-06-18;00:30:00;12.3038;24.4397;43.2399;0.441626;392.287;20.4033
2024-06-18;00:45:00;1.85196;6.47321;9.30299;0.493249;389.297;25.5188
2024-06-18;01:00:00;2.53248;8.51955;12.3892;0.965198;391.169;29.5459
2024-06-18;01:15:00;2.37938;9.61452;13.2502;0.741047;391.47;27.0881
2024-06-18;01:30:00;2.73161;6.74735;10.9212;0.539378;390.614;15.835
2024-06-18;01:45:00;1.25108;3.57767;5.48933;0.545853;388.801;15.7254
2024-06-18;02:00:00;0.93744;6.02754;7.45995;0.504099;388.947;17.9908
2024-06-18;02:15:00;1.35066;4.76671;6.83052;0.581068;386.999;19.023
2024-06-18;02:30:00;1.91008;6.5045;9.42311;0.89378;389.747;22.5645
2024-06-18;02:45:00;2.2762;5.10827;8.5863;0.612405;386.141;15.2741
2024-06-18;03:00:00;1.5861;5.74149;8.16504;0.759185;387.662;15.5298
2024-06-18;03:15:00;2.17947;7.67912;11.0094;0.985563;388.009;28.9091
2024-06-18;03:30:00;1.73544;5.43732;8.08908;0.588469;386.515;15.0388
2024-06-18;03:45:00;0.863744;4.78587;6.10567;0.365972;385.998;11.888
2024-06-18;04:00:00;0.812352;1.83414;3.07542;0.362496;384.916;8.82463
2024-06-18;04:15:00;1.25405;2.26815;4.18435;0.36268;385.462;10.643
2024-06-18;04:30:00;0.94349;2.44821;3.88986;0.345539;385.647;9.70142
2024-06-18;04:45:00;1.36459;2.47409;4.55918;0.343526;384.495;9.7545
2024-06-18;05:00:00;1.07855;2.50528;4.15331;0.338736;385.433;10.0098
2024-06-18;05:15:00;2.67794;3.6318;7.72369;0.343599;386.254;9.92636
2024-06-18;05:30:00;0.763458;3.49899;4.66556;0.348851;386.278;10.2109
2024-06-18;05:45:00;4.37472;8.76625;15.4508;0.35002;388.112;16.1
2024-06-18;06:00:00;5.10632;7.4755;15.278;0.376603;390.775;15.4992
2024-06-18;06:15:00;4.21487;10.4266;16.8669;0.388263;390.811;12.5476
2024-06-18;06:30:00;11.0915;16.4963;33.4442;0.370894;394.557;14.4528
2024-06-18;06:45:00;13.278;19.7906;40.0793;0.381609;398.278;23.9886
2024-06-18;07:00:00;21.2769;23.008;55.519;0.431398;399.354;21.8805
2024-06-18;07:15:00;14.3945;17.3371;39.332;0.339613;396.401;15.7632
2024-06-18;07:30:00;22.5135;28.4961;62.8967;0.475677;403.026;21.9203
2024-06-18;07:45:00;30.4352;30.6865;77.1915;0.378492;404.61;27.4922
2024-06-18;08:00:00;18.5074;13.2619;41.5411;0.389731;400.098;25.4874
2024-06-18;08:15:00;10.6093;16.8389;33.0499;0.383893;396.34;25.4383
2024-06-18;08:30:00;23.1903;12.874;48.3088;0.390989;399.081;28.3203
2024-06-18;08:45:00;12.98;20.3816;40.215;0.396358;397.003;23.5165
2024-06-18;09:00:00;11.6179;18.7444;36.4966;0.398602;403.442;20.774
2024-06-18;09:15:00;17.0338;24.4551;50.4827;0.342105;403.794;22.2076
2024-06-18;09:30:00;28.5172;13.094;56.6684;0.385427;410.874;20.1045
2024-06-18;09:45:00;36.7034;22.2748;78.3577;0.319579;404.462;15.9972
2024-06-18;10:00:00;14.9623;22.6338;45.4962;0.236784;109.159;9.59901
2024-06-18;10:15:00;17.8089;20.7906;48.0026;5.97779;523.482;19.557
2024-06-18;10:30:00;12.3206;16.4805;35.3063;0.351228;435.277;17.5503
2024-06-18;10:45:00;13.2863;20.8944;41.1957;0.333258;435.068;10.6696
2024-06-18;11:00:00;16.5876;13.9686;39.3145;0.324446;429.127;17.1242
2024-06-18;11:15:00;13.151;24.795;44.8897;0.400609;433.916;11.1922
2024-06-18;11:30:00;11.8103;13.8252;31.8713;0.404655;429.977;-0.0643001
2024-06-18;11:45:00;9.71603;18.5437;33.3898;0.381488;427.175;11.2578
2024-06-18;12:00:00;9.94374;16.735;31.929;0.37221;426.435;13.9345
2024-06-18;12:15:00;8.23384;12.7193;25.3006;0.336032;424.978;15.786
2024-06-18;12:30:00;11.9734;20.1658;38.4611;0.344414;427.447;16.2354
2024-06-18;12:45:00;15.5412;29.3676;53.1144;0.39352;435.833;23.2207
2024-06-18;13:00:00;13.7363;16.2783;37.2673;0.471184;429.13;21.2412
2024-06-18;13:15:00;19.2981;31.8526;61.3401;0.432681;436.172;18.6646
2024-06-18;13:30:00;8.50343;17.6261;30.6193;0.312934;423.927;15.9011
2024-06-18;13:45:00;9.34061;18.0859;32.3583;0.412518;424.56;15.5809
2024-06-18;14:00:00;11.4597;16.1235;33.634;0.353209;426.057;19.2974
2024-06-18;14:15:00;11.4571;12.7997;30.3062;0.350466;427.957;30.3917
2024-06-18;14:30:00;10.3355;18.7338;34.5264;0.238522;430.363;23.8686
2024-06-18;14:45:00;9.26666;19.34;33.4995;0.273045;430.334;18.1542
2024-06-18;15:00:00;14.6899;17.705;40.1512;0.331427;427.97;15.7509
2024-06-18;15:15:00;14.1191;19.6553;41.2293;0.383303;427.318;28.3528
2024-06-18;15:30:00;14.7905;15.762;38.3619;0.420154;427.829;37.4162
2024-06-18;15:45:00;12.5723;25.5495;44.7599;0.399921;433.413;17.6058
2024-06-18;16:00:00;10.9987;16.782;33.5881;0.329775;426.719;38.952
2024-06-18;16:15:00;10.0227;17.1536;32.4683;0.272347;424.631;53.2368
2024-06-18;16:30:00;7.97625;19.1964;31.3841;0.295802;423.931;68.4908
2024-06-18;16:45:00;10.3391;21.9643;37.7624;0.377847;425.268;32.6312
2024-06-18;17:00:00;7.8685;22.9108;34.9338;0.37599;426.782;14.7332
2024-06-18;17:15:00;11.8763;32.592;50.7391;0.58295;438.256;11.419
2024-06-18;17:30:00;26.7929;42.6555;83.595;0.371216;448.396;18.658
2024-06-18;17:45:00;15.0827;28.8443;51.8907;0.324101;435.48;0.434237
2024-06-18;18:00:00;10.3578;28.3892;44.2159;0.405599;438.691;12.2528
2024-06-18;18:15:00;8.70335;25.9173;39.2161;0.43887;436.411;0.929457
2024-06-18;18:30:00;22.0073;37.3525;70.9796;0.487362;444.286;29.3227
2024-06-18;18:45:00;17.05;28.0415;54.0939;0.459121;439.358;15.7356
2024-06-18;19:00:00;9.45804;19.2249;33.6768;0.31882;427.043;-3.8943
2024-06-18;19:15:00;17.1531;29.5766;55.7865;0.295547;431.737;18.9158
2024-06-18;19:30:00;8.82198;26.2129;39.6929;0.329758;428.299;21.3716
2024-06-18;19:45:00;5.59027;16.8503;25.3922;0.289928;425.678;21.4617
2024-06-18;20:00:00;7.5968;13.9333;25.5412;0.346834;421.98;22.6055
2024-06-18;20:15:00;2.72824;10.2554;14.4242;0.304002;418.385;33.0846
2024-06-18;20:30:00;5.24369;22.7062;30.7185;0.372383;422.147;4.34486
2024-06-18;20:45:00;7.05325;17.8585;28.6359;0.542497;427.511;18.2814
2024-06-18;21:00:00;10.8053;23.5457;40.0562;0.454781;427.195;9.78391
2024-06-18;21:15:00;12.8328;20.1357;39.7441;0.477525;426.917;7.69766
2024-06-18;21:30:00;7.6591;21.7393;33.4424;0.388281;422.783;16.8254
2024-06-18;21:45:00;4.90903;20.5719;28.0729;0.428862;425.11;15.0907
2024-06-18;22:00:00;10.6303;26.0092;42.2523;0.40867;427.327;10.0298
2024-06-18;22:15:00;1.79102;17.2429;19.9796;0.254997;426.56;6.87023
2024-06-18;22:30:00;6.06124;20.6914;29.953;0.290663;426.396;6.62716
2024-06-18;22:45:00;4.80944;18.7245;26.0734;0.264349;425.621;6.50249
2024-06-18;23:00:00;3.24573;17.8474;22.8069;0.310091;426.43;7.15743
2024-06-18;23:15:00;5.14214;20.7252;28.5823;0.251295;429.501;4.8113
2024-06-18;23:30:00;5.23888;15.0471;23.0522;0.404256;423.345;0.38613
2024-06-18;23:45:00;7.63858;17.0085;28.6803;0.406273;422.773;5.15772
2024-06-19;00:00:00;2.79222;13.4686;17.7352;0.32024;422.417;8.92532
2024-06-19;00:15:00;7.04942;18.5493;29.3209;0.598283;425.842;3.8002
2024-06-19;00:30:00;4.44989;14.8172;21.6167;0.733445;423.802;2.97359
2024-06-19;00:45:00;5.99147;11.0296;20.1846;0.847906;425.23;9.86639
2024-06-19;01:00:00;1.70573;7.94666;10.553;0.641181;426.676;11.1264
2024-06-19;01:15:00;2.0229;7.05446;10.1455;0.446772;422.322;10.4079
2024-06-19;01:30:00;2.05104;7.02078;10.1548;0.363684;424.357;16.0152
2024-06-19;01:45:00;1.17888;7.07274;8.87407;0.486483;423.052;14.4449
2024-06-19;02:00:00;3.35975;6.48596;11.6196;0.809799;425.492;14.4763
2024-06-19;02:15:00;1.64754;6.00055;8.51799;0.433765;423.449;11.605
2024-06-19;02:30:00;1.65345;4.70377;7.23025;0.352452;422.714;11.1647
2024-06-19;02:45:00;2.75802;5.3171;9.53136;0.553979;424.339;13.7039
2024-06-19;03:00:00;2.6007;8.27974;12.2536;0.942835;427.5;12.4701
2024-06-19;03:15:00;2.93234;11.8299;16.3105;0.470479;426.392;15.972
2024-06-19;03:30:00;2.64392;5.6797;9.71962;0.574513;424.056;15.0389
2024-06-19;03:45:00;7.5328;5.57709;17.0872;0.720701;422.986;16.2854
2024-06-19;04:00:00;0.736748;3.62371;4.74946;0.255844;421.226;13.0002
2024-06-19;04:15:00;1.84553;3.90988;6.72984;0.255183;421.249;12.5263
2024-06-19;04:30:00;0.79593;3.56355;4.77973;0.241462;421.279;12.3517
2024-06-19;04:45:00;0.972969;5.13859;6.62529;0.243478;421.112;13.4222
2024-06-19;05:00:00;2.47671;4.49355;8.27795;0.26389;421.273;14.2416
2024-06-19;05:15:00;2.17875;4.02762;7.35675;0.250303;420.79;10.9264
2024-06-19;05:30:00;2.13878;5.13699;8.40504;0.227257;421.462;13.0465
2024-06-19;05:45:00;3.56091;7.78819;13.2292;0.264955;421.589;13.9591
2024-06-19;06:00:00;4.67579;10.908;18.0526;0.211139;421.409;13.3229
2024-06-19;06:15:00;4.34138;8.36234;14.996;0.198833;423.014;14.4641
2024-06-19;06:30:00;8.7305;11.9592;25.2994;0.212549;425.989;27.9759
2024-06-19;06:45:00;12.0653;13.3719;31.8076;0.223864;427.638;34.7299
2024-06-19;07:00:00;10.5066;19.1561;35.2103;0.295104;429.045;23.2175
2024-06-19;07:15:00;14.6335;19.9054;42.2654;0.317916;430.766;22.9412
2024-06-19;07:30:00;12.3156;23.2427;42.0609;0.311863;430.479;18.7286
2024-06-19;07:45:00;12.4765;21.6076;40.6717;0.27817;430.865;17.709
2024-06-19;08:00:00;17.2003;20.5406;46.8227;0.234244;427.218;21.5386
2024-06-19;08:15:00;8.00983;11.5743;23.8133;0.17497;425.325;20.8941
2024-06-19;08:30:00;10.8815;18.0869;34.7138;0.201245;427.642;20.5268
2024-06-19;08:45:00;11.7665;17.5621;35.5414;0.270787;431.519;12.7956
2024-06-19;09:00:00;14.6999;19.5604;42.0219;0.250579;427.225;15.1699
2024-06-19;09:15:00;11.481;18.4561;35.999;0.200971;430.416;22.3826
2024-06-19;09:30:00;12.7863;16.3093;35.8467;0.305371;424.897;22.1889
2024-06-19;09:45:00;21.3891;36.5131;69.1956;0.330988;427.133;20.1242
2024-06-19;10:00:00;13.5294;19.1103;39.7832;0.266374;425.497;18.4909
2024-06-19;10:15:00;13.5996;12.8494;33.6296;0.286729;424.118;15.0257
2024-06-19;10:30:00;17.632;18.0303;44.972;0.232009;426.418;15.5552
2024-06-19;10:45:00;10.851;17.5015;34.0818;0.329906;428.364;17.1288
2024-06-19;11:00:00;10.5227;10.8002;26.8788;0.322211;423.028;9.80939
2024-06-19;11:15:00;13.9038;14.053;35.298;0.372907;425.727;15.14
2024-06-19;11:30:00;9.86134;13.0194;28.0876;0.314899;427.544;14.4097
2024-06-19;11:45:00;8.17552;11.4394;23.9316;0.256592;423.612;12.8588
2024-06-19;12:00:00;8.50746;13.2458;26.2452;0.296548;424.903;9.50871
2024-06-19;12:15:00;11.4963;14.1951;31.7614;0.237303;425.633;14.2233
2024-06-19;12:30:00;14.926;23.1601;45.9671;0.223737;432.441;9.56871
2024-06-19;12:45:00;17.0103;31.6172;57.6089;0.275968;434.358;5.66619
2024-06-19;13:00:00;15.4352;19.5534;43.1384;0.236077;426.509;16.4862
2024-06-19;13:15:00;10.5352;18.9212;35.019;0.289233;423.425;3.80534
2024-06-19;13:30:00;9.58791;19.0721;33.7224;0.176523;421.188;2.26835
2024-06-19;13:45:00;19.5624;29.0524;58.9437;0.376907;444.642;20.6875
2024-06-19;14:00:00;8.71074;17.6436;30.9536;0.256602;425.062;5.16473
2024-06-19;14:15:00;10.1163;16.0539;31.5115;0.278776;426.263;13.0423
2024-06-19;14:30:00;7.59953;13.2716;24.8837;0.323738;420.049;7.50395
2024-06-19;14:45:00;12.7889;21.6233;41.1648;0.469163;425.059;9.16692
2024-06-19;15:00:00;13.1193;17.1671;37.2134;0.396628;429.307;12.9754
2024-06-19;15:15:00;13.7996;20.6168;41.7026;0.276799;424.874;16.1196
2024-06-19;15:30:00;9.99113;17.258;32.5245;0.225619;428.257;16.1068
2024-06-19;15:45:00;12.4158;26.6508;45.6222;0.299587;428.245;7.48642
2024-06-19;16:00:00;13.9514;24.8452;46.163;0.233569;427.569;19.5568
2024-06-19;16:15:00;8.37509;20.5369;33.334;0.255229;424.777;21.7983
2024-06-19;16:30:00;12.801;24.539;44.0989;0.480971;433.924;12.7044
2024-06-19;16:45:00;26.9102;35.6187;76.7374;0.317137;441.072;0.0149218
2024-06-19;17:00:00;25.1733;30.1595;68.6243;0.28589;438.388;24.6857
2024-06-19;17:15:00;13.4349;20.5197;41.0482;0.255456;429.559;11.0237
2024-06-19;17:30:00;9.24895;16.4936;30.626;0.258858;423.198;3.87658
2024-06-19;17:45:00;10.7709;21.7823;38.2403;0.275346;429.89;22.0497
2024-06-19;18:00:00;16.924;32.7951;58.6549;0.364222;436.133;30.4789
2024-06-19;18:15:00;7.64039;13.146;24.8205;0.275832;420.507;11.2645
2024-06-19;18:30:00;14.802;16.7665;39.3839;0.272776;423.707;23.537
2024-06-19;18:45:00;12.1013;20.4851;38.976;0.34745;424.406;35.7905
2024-06-19;19:00:00;8.45096;20.6813;33.5944;0.311387;426.176;21.0244
2024-06-19;19:15:00;7.25134;16.6644;27.7444;0.323886;423.494;2.41958
2024-06-19;19:30:00;7.96927;12.8579;25.035;0.227339;420.305;-0.208514
2024-06-19;19:45:00;6.29063;12.9181;22.5302;0.33567;422.347;8.67049
2024-06-19;20:00:00;6.71051;14.2346;24.4882;0.289252;418.646;12.1716
2024-06-19;20:15:00;2.0167;5.75658;8.8381;0.178682;410.388;17.9354
2024-06-19;20:30:00;5.63316;15.0763;23.6837;0.253679;416.093;14.0801
2024-06-19;20:45:00;6.07385;10.6518;19.9327;0.315069;415.958;7.66115
2024-06-19;21:00:00;4.42387;10.5241;17.2838;0.250056;416.135;-0.3997
2024-06-19;21:15:00;4.38524;12.0069;18.7075;0.280057;417.07;12.2976
2024-06-19;21:30:00;4.45499;11.7137;18.5209;0.298574;418.503;12.6715
2024-06-19;21:45:00;3.95115;10.6588;16.6962;0.244799;416.472;18.7491
2024-06-19;22:00:00;9.20876;21.6342;35.7052;0.241419;422.99;20.2995
2024-06-19;22:15:00;18.5961;25.2928;53.7076;0.322684;429.235;24.0546
2024-06-19;22:30:00;5.4666;18.112;26.4649;0.287594;421.232;25.3907
2024-06-19;22:45:00;3.48789;11.5804;16.9099;0.296078;421.938;23.6425
2024-06-19;23:00:00;8.46358;16.3289;29.2613;0.273328;423.316;20.6421
2024-06-19;23:15:00;12.015;12.9948;31.3537;0.252562;424.783;19.7855
2024-06-19;23:30:00;11.1098;15.1289;32.1047;0.328775;426.036;17.3107
2024-06-19;23:45:00;8.51988;18.2241;31.2425;1.10427;424.334;14.8083
2024-06-20;00:00:00;5.79265;11.7269;20.5781;0.953357;422.719;16.7146
2024-06-20;00:15:00;7.08058;11.2521;22.0712;0.961164;421.676;36.1818
2024-06-20;00:30:00;3.76647;9.02534;14.7805;0.866409;423.311;29.6187
2024-06-20;00:45:00;6.04256;7.16443;16.3975;0.908854;421.406;24.587
2024-06-20;01:00:00;3.65338;5.33518;10.9175;0.851824;423.49;19.3471
2024-06-20;01:15:00;3.90994;4.53185;10.5062;0.712628;421.133;16.154
2024-06-20;01:30:00;5.31703;6.65442;14.7789;0.421314;420.219;17.6024
2024-06-20;01:45:00;2.63167;4.77297;8.79416;0.352498;419.568;15.4391
2024-06-20;02:00:00;2.36535;5.14921;8.76347;0.254402;419.032;9.98778
2024-06-20;02:15:00;0.694384;4.00402;5.06504;0.232183;418.82;7.93139
2024-06-20;02:30:00;1.42388;4.38095;6.55664;0.23642;425.056;7.55141
2024-06-20;02:45:00;1.34076;3.57091;5.61959;0.201554;420.994;1.63033
2024-06-20;03:00:00;1.21678;3.85955;5.7188;0.183566;420.763;-0.847778
2024-06-20;03:15:00;1.65428;3.29414;5.82188;0.195982;422.089;-3.33014
2024-06-20;03:30:00;1.83985;3.16516;5.97644;0.207264;421.421;-3.3115
2024-06-20;03:45:00;1.94672;1.57729;4.55187;0.168237;419.961;
2024-06-20;04:00:00;2.07832;1.4916;4.66727;0.189992;418.43;-5.24181
2024-06-20;04:15:00;1.6145;2.11099;4.57794;0.208927;417.644;-2.43903
2024-06-20;04:30:00;1.87689;1.05565;3.92354;0.217376;418.371;2.29477
2024-06-20;04:45:00;2.25752;1.58992;5.03941;0.233688;418.517;3.29354
2024-06-20;05:00:00;2.05332;2.2755;5.41297;0.251218;418.321;5.03568
2024-06-20;05:15:00;2.20509;3.31297;6.68235;0.230587;418.586;5.01479
2024-06-20;05:30:00;3.36496;5.89193;11.0336;0.176476;418.881;-3.21301
2024-06-20;05:45:00;4.85835;8.68411;16.1077;0.211564;419.21;6.51901
2024-06-20;06:00:00;2.30386;4.52605;8.04636;0.213977;417.85;-0.307338
2024-06-20;06:15:00;4.81218;8.82428;16.1773;0.257997;419.767;2.37682
2024-06-20;06:30:00;13.6886;15.7945;36.7108;0.283007;423.781;5.59257
2024-06-20;06:45:00;14.2316;19.9565;41.7024;0.302224;427.064;12.7845
2024-06-20;07:00:00;16.4373;21.9832;47.0994;0.299251;433.765;13.5049
2024-06-20;07:15:00;30.4065;24.4025;70.8635;0.355669;439.988;16.778
2024-06-20;07:30:00;32.5054;31.008;80.6763;0.268099;433.248;18.5821
2024-06-20;07:45:00;18.6582;17.9834;46.4931;0.279499;426.62;18.6098
2024-06-20;08:00:00;24.1152;24.4519;61.2999;0.303613;434.59;14.5211
2024-06-20;08:15:00;23.7148;25.8878;62.124;0.309043;433.936;18.5978
2024-06-20;08:30:00;25.8538;30.9329;70.4375;0.262993;428.3;18.7932
2024-06-20;08:45:00;16.2523;21.7884;46.6219;0.236836;426.064;22.0169
2024-06-20;09:00:00;19.8439;22.699;53.0204;0.289342;427.544;27.5062
2024-06-20;09:15:00;21.955;23.9848;57.532;0.351467;428.319;30.0234
2024-06-20;09:30:00;9.93257;14.7229;29.8998;0.360321;422.226;29.0066
2024-06-20;09:45:00;22.5331;30.0058;64.4364;0.473872;431.023;36.8187
2024-06-20;10:00:00;16.4044;18.2774;43.3434;0.390236;425.158;31.4503
2024-06-20;10:15:00;16.9967;18.964;44.9349;0.283468;428.075;20.8053
2024-06-20;10:30:00;11.7931;16.0418;34.0616;0.360682;425.638;12.8207
2024-06-20;10:45:00;17.0498;23.2892;49.3413;0.343821;427.218;16.8559
2024-06-20;11:00:00;13.6199;20.2888;41.1001;0.310636;424.465;12.5524
2024-06-20;11:15:00;15.6725;20.6727;44.6202;0.224845;424.958;19.5557
2024-06-20;11:30:00;11.5784;16.1609;33.8526;0.353285;427.544;15.6026
2024-06-20;11:45:00;12.9845;24.6139;44.4543;0.25282;424.133;19.1295
2024-06-20;12:00:00;17.8331;22.6962;49.9451;0.292725;426.642;21.0668
2024-06-20;12:15:00;9.5724;14.5334;29.16;0.255206;420.202;19.7981
2024-06-20;12:30:00;10.7625;10.8755;27.3206;0.346273;418.949;19.9261
2024-06-20;12:45:00;11.3503;15.7735;33.1167;0.323289;423.389;6.02734
2024-06-20;13:00:00;14.3112;14.4308;36.2984;0.202946;419.821;9.21075
2024-06-20;13:15:00;8.0732;8.28273;20.6186;0.18804;417.598;14.2703
2024-06-20;13:30:00;11.2766;6.42581;23.6565;0.226278;417.092;20.949
2024-06-20;13:45:00;11.4765;6.48458;24.0207;0.213439;420.341;23.866
2024-06-20;14:00:00;9.80811;14.2142;29.201;0.183215;418.559;17.1748
2024-06-20;14:15:00;12.859;10.2601;29.9088;0.174219;419.127;10.0387
2024-06-20;14:30:00;7.40466;15.0953;26.4097;0.231863;422.16;9.86816
2024-06-20;14:45:00;5.8768;10.2638;19.2436;0.225207;419.146;12.0418
2024-06-20;15:00:00;9.57919;12.6442;27.2812;0.175839;419.408;12.5179
2024-06-20;15:15:00;8.73232;12.8883;26.2312;0.193658;418.603;17.1147
2024-06-20;15:30:00;8.46309;11.8434;24.7749;0.248846;418.829;17.3455
2024-06-20;15:45:00;9.92317;24.3152;39.4778;0.175674;420.316;19.5964
2024-06-20;16:00:00;13.7664;10.3969;31.4319;0.23749;423.486;13.2058
2024-06-20;16:15:00;5.80908;17.4402;26.3165;0.184891;419.155;18.7203
2024-06-20;16:30:00;9.0838;11.5674;25.4474;0.245601;418.17;38.4395
2024-06-20;16:45:00;5.47666;8.97572;17.3441;0.296515;417.114;27.3222
2024-06-20;17:00:00;8.76199;10.808;24.1963;0.333182;417.901;26.6594
2024-06-20;17:15:00;6.17198;8.97481;18.4056;0.311967;417.538;22.1424
2024-06-20;17:30:00;6.21875;13.4826;22.9849;0.27665;418.096;24.0805
