
Datum;Kl;NO;NO2;NOx;CO;CO2;PM10
2024-08-01;09:30:00;4.02485;7.7988;13.9488;0.454268;413.909;10.5663
2024-08-01;09:45:00;5.32955;6.90438;15.0479;0.366788;414.8;10.4493
2024-08-01;10:00:00;5.43621;5.94928;14.2558;0.392623;416.923;11.8972
2024-08-01;10:15:00;7.87939;5.58162;17.6213;0.453878;416.472;10.4231
2024-08-01;10:30:00;6.27225;6.84094;16.4249;0.501063;415.183;9.84164
2024-08-01;10:45:00;5.16355;5.49266;13.3826;0.493105;414.263;9.60208
2024-08-01;11:00:00;6.4982;9.80498;19.7342;0.441207;414.391;10.3434
2024-08-01;11:15:00;6.24821;7.21682;16.7641;0.429854;414.288;10.4647
2024-08-01;11:30:00;7.68935;8.05244;19.8018;0.531318;416.447;12.3799
2024-08-01;11:45:00;7.62155;8.42581;20.0715;0.571566;416.658;11.9344
2024-08-01;12:00:00;7.75751;4.31191;16.1654;0.524475;416.147;11.9125
2024-08-01;12:15:00;4.9556;6.47575;14.0479;0.453442;415.726;12.0903
2024-08-01;12:30:00;11.6889;8.88452;26.7451;0.547091;414.817;12.0842
2024-08-01;12:45:00;10.9277;;16.6698;0.509634;413.741;12.1084
2024-08-01;13:00:00;5.70971;7.35938;16.0838;0.446043;411.654;11.8063
2024-08-01;13:15:00;4.31412;5.81554;12.4075;0.4397;411.458;10.8295
2024-08-01;13:30:00;5.38731;9.21085;17.4427;0.359096;411.84;11.0644
2024-08-01;13:45:00;10.0895;12.2768;27.6936;0.41422;413.625;10.9589
2024-08-01;14:00:00;9.06601;10.3247;24.1775;0.450039;414.841;11.831
2024-08-01;14:15:00;8.37338;9.44;22.2345;0.427148;415.108;11.8954
2024-08-01;14:30:00;8.98259;11.7824;25.5078;0.388616;412.453;9.71014
2024-08-01;14:45:00;8.06264;15.2856;27.6053;0.446696;413.47;11.0528
2024-08-01;15:00:00;5.34444;6.4542;14.6205;0.408838;412.73;9.81172
2024-08-01;15:15:00;7.45906;8.28639;19.6838;0.483926;412.697;9.09529
2024-08-01;15:30:00;9.16592;11.74;25.7456;0.619031;415.668;12.4099
2024-08-01;15:45:00;13.437;13.3773;33.9091;0.563748;417.482;10.7675
2024-08-01;16:00:00;7.61434;12.5803;24.215;0.549795;414.44;11.4702
2024-08-01;16:15:00;7.71017;9.56276;21.3439;0.569121;413.233;11.6227
2024-08-01;16:30:00;9.88547;12.1604;27.2654;0.520962;412.252;10.7548
2024-08-01;16:45:00;7.28614;8.26085;19.3941;0.506971;413.101;11.6442
2024-08-01;17:00:00;6.23446;10.1821;19.7083;0.48505;413.356;9.95
2024-08-01;17:15:00;9.83684;15.9722;31.0028;0.452686;413.406;10.7987
2024-08-01;17:30:00;9.84532;9.05766;24.1013;0.523807;413.255;13.0187
2024-08-01;17:45:00;7.9202;7.98141;20.0835;0.540113;411.725;11.4032
2024-08-01;18:00:00;4.48709;10.2804;17.1366;0.422809;411.067;12.0376
2024-08-01;18:15:00;9.37015;10.7818;25.0994;0.524611;413.615;12.178
2024-08-01;18:30:00;4.69022;9.87384;17.0405;0.432803;410.674;13.3823
2024-08-01;18:45:00;3.13013;8.15239;12.9352;0.436438;409.761;11.3169
2024-08-01;19:00:00;5.40444;9.82555;18.0835;0.439133;411.62;10.6976
2024-08-01;19:15:00;10.3415;6.76972;22.5716;0.572071;413.921;7.17817
2024-08-01;19:30:00;5.06663;7.85249;15.5943;0.553112;411.871;10.6195
2024-08-01;19:45:00;7.12424;8.16837;19.0542;0.578773;412.609;10.6276
2024-08-01;20:00:00;3.84764;8.87274;14.7519;0.543436;412.055;9.33612
2024-08-01;20:15:00;3.56811;8.97928;14.4314;0.610875;412.72;10.3287
2024-08-01;20:30:00;6.1983;15.5867;25.0577;0.727004;415.811;12.7203
2024-08-01;20:45:00;4.31959;9.98424;16.5846;0.561018;412.719;13.9535
2024-08-01;21:00:00;4.32798;11.8463;18.4595;0.478339;412.768;17.8559
2024-08-01;21:15:00;5.76147;11.1483;19.9518;0.590791;417.512;12.9664
2024-08-01;21:30:00;6.26199;14.3216;23.8899;0.466585;414.467;14.4453
2024-08-01;21:45:00;6.2217;10.258;19.7647;0.483521;413.926;12.4524
2024-08-01;22:00:00;3.61189;9.57471;15.0937;0.492543;413.804;10.0425
2024-08-01;22:15:00;5.90764;13.6106;22.6375;0.492859;416.633;9.72684
2024-08-01;22:30:00;7.65896;17.7154;29.4183;0.512894;416.967;12.768
2024-08-01;22:45:00;4.31626;17.1573;23.7526;0.466746;418.74;12.8349
2024-08-01;23:00:00;3.98734;23.8614;29.9541;0.573363;421.658;13.8151
2024-08-01;23:15:00;3.82634;15.8898;21.7364;0.93023;418.947;17.9094
2024-08-01;23:30:00;5.24697;16.091;24.1084;0.716185;419.424;11.4819
2024-08-01;23:45:00;6.30495;14.6758;24.3098;1.03785;425.82;10.7518
2024-08-02;00:00:00;6.47507;14.0371;23.931;0.595176;423.435;10.2014
2024-08-02;00:15:00;4.55845;20.3946;27.3599;0.594982;428.456;12.3117
2024-08-02;00:30:00;16.4651;45.0349;70.1935;1.49332;429.756;17.9709
2024-08-02;00:45:00;5.74818;27.3355;36.1187;1.25271;430.934;17.9623
2024-08-02;01:00:00;1.87958;21.401;24.273;0.760653;428.711;14.9265
2024-08-02;01:15:00;2.286;21.0398;24.5328;0.681979;430.887;15.6289
2024-08-02;01:30:00;1.1127;19.8164;21.5166;0.537164;432.793;17.3622
2024-08-02;01:45:00;4.60136;16.2662;23.2971;0.842448;435.924;13.9647
2024-08-02;02:00:00;2.76895;13.7219;17.9529;1.02859;435.821;12.5201
2024-08-02;02:15:00;2.28066;16.6183;20.1031;0.565993;432.804;14.0911
2024-08-02;02:30:00;3.91211;17.7698;23.7475;0.543861;438.912;14.4808
2024-08-02;02:45:00;1.27281;16.1974;18.1422;0.528682;434.583;12.3166
2024-08-02;03:00:00;4.36493;20.341;27.0106;0.582353;441.341;15.0015
2024-08-02;03:15:00;2.23119;20.802;24.2112;0.468234;436.806;14.532
2024-08-02;03:30:00;5.9967;17.2511;26.4141;0.428747;434.038;13.9297
2024-08-02;03:45:00;1.58628;14.3335;16.7574;0.393528;429.81;12.9726
2024-08-02;04:00:00;1.61261;13.1827;15.6468;0.381334;428.363;9.83705
2024-08-02;04:15:00;3.02848;8.28497;12.9125;0.461645;425.362;9.19606
2024-08-02;04:30:00;2.20622;8.39455;11.7657;0.457605;426.106;10.2907
2024-08-02;04:45:00;1.9354;7.2951;10.2524;0.40947;426.583;9.10989
2024-08-02;05:00:00;1.97886;5.55344;8.57715;0.380365;426.375;8.92722
2024-08-02;05:15:00;1.26449;5.31606;7.24819;0.3793;426.695;8.11801
2024-08-02;05:30:00;3.08142;6.99586;11.7043;0.377344;428.776;8.46678
2024-08-02;05:45:00;1.917;7.10737;10.0365;0.416149;429.111;11.2668
2024-08-02;06:00:00;4.48056;11.2688;18.1151;0.426556;428.533;8.83231
2024-08-02;06:15:00;3.95648;7.62031;13.6658;0.561432;426.842;9.8576
2024-08-02;06:30:00;6.51799;11.8612;21.8207;0.579575;427.156;9.77066
2024-08-02;06:45:00;9.06427;16.8827;30.7329;0.535543;427.652;10.3202
2024-08-02;07:00:00;12.7981;15.633;35.1885;0.446499;428.181;11.827
2024-08-02;07:15:00;7.29797;9.24062;20.3919;0.379431;427.932;12.2802
2024-08-02;07:30:00;4.46768;13.2327;20.0593;0.436653;425.289;13.3264
2024-08-02;07:45:00;11.1615;15.9828;33.0376;0.490005;426.441;13.8824
2024-08-02;08:00:00;6.97549;11.8031;22.4617;0.511916;423.895;11.1736
2024-08-02;08:15:00;11.7708;27.1555;45.1412;0.571085;424.981;13.4226
2024-08-02;08:30:00;11.4272;9.98479;27.4456;0.589986;425.303;14.4553
2024-08-02;08:45:00;13.874;13.4566;34.6561;0.521466;424.901;15.3848
2024-08-02;09:00:00;6.27203;7.91413;17.4978;0.590219;419.785;16.3407
2024-08-02;09:15:00;12.0208;13.6584;32.0262;0.500495;421.75;15.0031
2024-08-02;09:30:00;7.96857;10.153;22.3289;0.44412;417.96;14.8417
2024-08-02;09:45:00;13.997;0.98547;22.373;0.461244;418.177;15.7877
2024-08-02;10:00:00;10.8699;9.36696;25.9761;0.532546;416.61;14.0888
2024-08-02;10:15:00;11.6373;7.67701;25.4588;0.564691;415.652;16.6234
2024-08-02;10:30:00;12.5244;10.2044;29.3417;0.446803;414.825;12.5327
2024-08-02;10:45:00;7.9637;7.93506;20.1036;0.484649;414.422;12.722
2024-08-02;11:00:00;9.6162;8.09387;22.7874;0.60066;415.734;12.3651
2024-08-02;11:15:00;8.82849;9.93286;23.4228;0.583763;413.653;13.7697
2024-08-02;11:30:00;11.9691;15.6346;33.9233;0.535686;414.961;13.0587
2024-08-02;11:45:00;6.23002;;8.86244;0.405456;409.785;11.2142
2024-08-02;12:00:00;9.05698;9.80815;23.6472;0.478593;414.492;12.3633
2024-08-02;12:15:00;8.93416;8.58121;22.2326;0.512867;410.928;10.911
2024-08-02;12:30:00;6.12422;8.10669;17.4645;0.622144;412.614;10.5777
2024-08-02;12:45:00;6.65044;10.5399;20.7018;0.655129;413.168;11.071
2024-08-02;13:00:00;2.84138;6.87299;11.2146;0.581894;409.491;11.516
2024-08-02;13:15:00;2.61557;6.58473;10.5813;0.568015;409.739;13.3831
2024-08-02;13:30:00;7.2752;7.98064;19.0971;0.571507;411.958;15.231
2024-08-02;13:45:00;9.9362;21.3866;36.5691;0.579029;417.241;12.0226
2024-08-02;14:00:00;5.28535;7.50716;15.5832;0.499794;411.354;12.7117
2024-08-02;14:15:00;2.11477;4.89427;8.12564;0.485559;407.937;10.7822
2024-08-02;14:30:00;5.2132;8.14049;16.1063;0.485168;412.061;10.3419
2024-08-02;14:45:00;4.64338;8.13206;15.2271;0.496375;413.15;12.2611
2024-08-02;15:00:00;6.70889;6.75999;17.0112;0.499062;410.825;12.3369
2024-08-02;15:15:00;7.12221;13.5165;24.3993;0.51674;412.924;13.3576
2024-08-02;15:30:00;7.47634;11.4449;22.8687;0.523664;413.521;12.1668
2024-08-02;15:45:00;2.63868;6.03139;10.0633;0.52808;410.657;12.8111
2024-08-02;16:00:00;15.7852;11.5463;35.6661;0.552843;416.649;13.5344
2024-08-02;16:15:00;10.7132;16.6546;33.0243;0.528737;415.023;15.3809
2024-08-02;16:30:00;5.16052;7.89404;15.7793;0.581091;410.685;12.3973
2024-08-02;16:45:00;5.40157;12.5297;20.7833;0.583238;411.257;14.0465
2024-08-02;17:00:00;2.98466;9.21417;13.7747;0.506383;409.135;13.2076
2024-08-02;17:15:00;3.04706;8.85931;13.5152;0.425603;408.58;13.0211
2024-08-02;17:30:00;5.79231;7.02899;15.8797;0.450877;409.935;12.641
2024-08-02;17:45:00;5.56467;11.3829;19.8857;0.572923;411.07;14.9165
2024-08-02;18:00:00;2.94836;11.5982;16.1033;0.612926;409.624;14.8614
2024-08-02;18:15:00;6.9456;16.6191;27.232;0.530637;410.742;13.5005
2024-08-02;18:30:00;2.69756;9.09845;13.2203;0.470688;408.049;11.9469
2024-08-02;18:45:00;20.4146;;27.8376;0.583377;413.46;12.0885
2024-08-02;19:00:00;3.61107;9.94531;15.463;0.537094;410.622;13.6761
2024-08-02;19:15:00;2.14368;7.64274;10.9183;0.509995;407.986;13.5013
2024-08-02;19:30:00;1.91548;7.93677;10.8636;0.444927;408.964;11.5242
2024-08-02;19:45:00;1.65182;6.49024;9.01422;0.494206;406.887;11.6059
2024-08-02;20:00:00;1.45071;2.51749;4.73418;0.594357;403.96;7.78661
2024-08-02;20:15:00;1.34354;3.56465;5.61758;0.605124;406.594;5.92585
2024-08-02;20:30:00;2.12922;9.83203;13.0855;0.689316;408.565;18.7287
2024-08-02;20:45:00;1.3537;11.4358;13.5042;0.592111;409.274;13.4972
2024-08-02;21:00:00;1.36191;12.7817;14.8627;0.518854;409.47;12.773
2024-08-02;21:15:00;1.79149;14.5742;17.3116;0.523988;413.112;15.7567
2024-08-02;21:30:00;2.21352;11.6003;14.9825;0.63061;414.225;10.7111
2024-08-02;21:45:00;3.65248;16.8452;22.4262;0.762775;419.427;12.1493
2024-08-02;22:00:00;2.28207;12.7786;16.2656;0.538991;415.183;12.2271
2024-08-02;22:15:00;1.25179;11.1947;13.1075;0.533359;418.063;12.0941
2024-08-02;22:30:00;12.746;31.4492;50.925;1.36855;433.263;15.6769
2024-08-02;22:45:00;37.5297;44.9791;102.324;0.772767;428.212;17.6914
2024-08-02;23:00:00;79.1794;68.537;189.523;0.759821;429.424;19.1521
2024-08-02;23:15:00;3.12237;20.3112;25.0822;0.855454;425.048;15.3865
2024-08-02;23:30:00;3.09623;18.8094;23.5405;0.867729;424.474;15.2047
2024-08-02;23:45:00;3.64489;22.4969;28.0663;1.43404;429.09;13.0522
2024-08-03;00:00:00;4.53412;23.7388;30.667;1.00189;431.944;14.5187
2024-08-03;00:15:00;5.58223;24.102;32.6317;1.14485;432.887;14.4905
2024-08-03;00:30:00;2.41497;19.6374;23.3275;0.716795;433.66;15.0422
2024-08-03;00:45:00;4.08279;12.1544;18.3929;0.548944;425.053;13.6625
2024-08-03;01:00:00;1.66108;10.0262;12.5643;0.510308;425.924;12.0637
2024-08-03;01:15:00;2.72663;8.1132;12.2795;0.795466;423.417;10.0031
2024-08-03;01:30:00;0.733389;7.42695;8.54756;0.469774;422.677;8.72997
2024-08-03;01:45:00;2.50415;12.4166;16.2429;0.522473;424.318;10.9011
2024-08-03;02:00:00;1.56293;7.77539;10.1635;0.522167;421.669;9.32777
2024-08-03;02:15:00;1.35684;11.8815;13.9548;0.480547;423.704;10.6431
2024-08-03;02:30:00;1.32211;7.95491;9.9751;0.463259;426.132;10.6934
2024-08-03;02:45:00;4.61933;10.0186;17.077;0.499617;425.164;9.87106
2024-08-03;03:00:00;1.36034;8.95036;11.029;0.497378;422.807;9.84996
2024-08-03;03:15:00;2.21007;8.43301;11.81;0.565047;425.719;11.3267
2024-08-03;03:30:00;2.72781;9.48976;13.6578;0.491328;425.856;12.3337
2024-08-03;03:45:00;5.48487;16.8705;25.2514;0.527401;426.941;25.9387
2024-08-03;04:00:00;1.56774;9.50317;11.8987;0.41884;422.72;18.537
2024-08-03;04:15:00;0.96172;7.8008;9.27031;0.384897;423.706;10.5759
2024-08-03;04:30:00;1.61131;8.45876;10.9208;0.408422;425.932;10.6507
2024-08-03;04:45:00;1.54838;8.01701;10.3829;0.40403;428.064;10.7909
2024-08-03;05:00:00;1.17986;5.75911;7.56193;0.395086;426.162;9.39526
2024-08-03;05:15:00;0.66584;4.66697;5.68437;0.390429;425.241;9.35628
2024-08-03;05:30:00;1.55696;4.75005;7.12909;0.392156;424.784;8.19044
2024-08-03;05:45:00;1.65226;4.20316;6.72782;0.422897;423.696;7.38436
2024-08-03;06:00:00;2.25321;3.7555;7.19841;0.409136;424.278;7.61538
2024-08-03;06:15:00;3.13794;6.36555;11.1603;0.415038;427.093;10.0177
2024-08-03;06:30:00;4.60265;5.19244;12.2253;0.385005;424.998;9.09807
2024-08-03;06:45:00;2.25801;3.68737;7.1376;0.39467;420.604;7.86323
2024-08-03;07:00:00;6.68487;6.38961;16.6041;0.461303;422.164;10.361
2024-08-03;07:15:00;10.4373;4.53941;20.4877;0.501899;422.676;9.69328
2024-08-03;07:30:00;1.69841;2.8776;5.47276;0.548106;420.275;9.35085
2024-08-03;07:45:00;4.72402;3.86143;11.0797;0.551682;418.495;8.3504
2024-08-03;08:00:00;5.30608;2.31437;10.4221;0.529747;417.167;10.1354
2024-08-03;08:15:00;3.74331;5.56615;11.2859;0.511865;417.946;13.4547
2024-08-03;08:30:00;4.48529;6.01241;12.8659;0.539003;416.135;11.2805
2024-08-03;08:45:00;4.27873;4.91341;11.4513;0.498019;415.415;8.94221
2024-08-03;09:00:00;12.5869;8.78705;28.0198;0.453888;414.728;9.1387
2024-08-03;09:15:00;5.8472;5.35879;14.2933;0.485805;413.587;7.9119
2024-08-03;09:30:00;2.68883;3.94296;8.0515;0.545194;410.247;10.2358
2024-08-03;09:45:00;3.79531;3.47636;9.27559;0.556088;409.644;9.01775
2024-08-03;10:00:00;4.11544;1.54011;7.82851;0.442236;408.632;10.3897
2024-08-03;10:15:00;5.25967;2.55738;10.5942;0.427756;409.684;10.1185
2024-08-03;10:30:00;2.95385;3.50634;8.01982;0.479835;408.845;10.3598
2024-08-03;10:45:00;6.26144;3.6196;13.1871;0.600364;409.312;10.0817
2024-08-03;11:00:00;4.87754;3.95682;11.4097;0.709517;408.063;7.01615
2024-08-03;11:15:00;2.47906;3.15123;6.93923;0.63767;406.271;10.2931
2024-08-03;11:30:00;3.22721;4.51076;9.44194;0.560316;406.816;9.59637
2024-08-03;11:45:00;4.75396;8.90947;16.1735;0.645781;408.933;8.9939
2024-08-03;12:00:00;5.68488;3.63079;12.3173;0.547321;405.661;8.49332
2024-08-03;12:15:00;3.45781;2.62888;7.91241;0.512927;405.22;9.33423
2024-08-03;12:30:00;1.7871;3.62131;6.35201;0.471262;404.82;9.09225
2024-08-03;12:45:00;5.32442;5.17646;13.3122;0.634696;406.687;9.09975
2024-08-03;13:00:00;3.28524;4.16443;9.18428;0.560673;405.909;10.2391
2024-08-03;13:15:00;3.46119;7.10773;12.3964;0.917217;409.179;9.57883
2024-08-03;13:30:00;7.45688;11.4315;22.8256;1.00435;412.055;9.35526
2024-08-03;13:45:00;6.85582;9.94278;20.4185;1.214;411.614;8.55826
2024-08-03;14:00:00;10.6296;11.8603;28.1024;0.966912;413.42;12.1685
2024-08-03;14:15:00;7.49798;10.0316;21.4885;1.64262;412.491;15.0572
2024-08-03;14:30:00;4.17679;7.41573;13.7979;1.21512;411.548;22.2691
2024-08-03;14:45:00;9.60374;12.1705;26.845;2.30314;414.907;8.10086
2024-08-03;15:00:00;5.95768;11.7678;20.8712;1.43779;412.732;6.83525
2024-08-03;15:15:00;10.7535;11.7767;28.208;2.62511;417.804;13.4674
2024-08-03;15:30:00;8.21719;13.1771;25.733;1.64548;414.356;15.8159
2024-08-03;15:45:00;16.354;13.3266;38.3156;1.95161;419.218;23.5756
2024-08-03;16:00:00;19.1561;33.8972;63.1678;3.21877;430.116;22.1787
2024-08-03;16:15:00;19.9292;23.1355;53.5873;7.55676;439.772;22.7605
2024-08-03;16:30:00;25.8355;23.2242;62.7007;6.90826;437.64;18.923
2024-08-03;16:45:00;11.5276;10.789;28.4033;2.09662;421.069;17.5997
2024-08-03;17:00:00;2.89119;9.32596;13.7437;2.14936;413.791;34.2066
2024-08-03;17:15:00;1.89848;5.40861;8.30948;1.33622;408.625;16.3502
2024-08-03;17:30:00;4.07735;9.76276;15.993;1.59469;416.487;12.6777
2024-08-03;17:45:00;1.91474;5.35269;8.27841;1.27101;410.563;4.93065
2024-08-03;18:00:00;2.15339;6.05796;9.34834;1.58683;413.653;7.38546
2024-08-03;18:15:00;3.50114;8.47179;13.8215;1.42085;411.303;9.41531
2024-08-03;18:30:00;5.95046;14.3218;23.4141;2.59431;423.163;11.434
2024-08-03;18:45:00;2.56355;7.96484;11.8819;1.63289;411.295;8.75333
2024-08-03;19:00:00;3.941;12.1736;18.1955;2.37872;415.741;9.46809
2024-08-03;19:15:00;3.84164;11.6427;17.5128;2.2562;421.37;15.1905
2024-08-03;19:30:00;2.6338;8.95309;12.9775;1.81692;417.657;13.8599
2024-08-03;19:45:00;3.51054;8.09915;13.4633;1.95663;417.826;13.694
2024-08-03;20:00:00;3.24564;12.8946;17.8539;2.36174;421.343;18.547
2024-08-03;20:15:00;1.9947;8.49391;11.5418;1.66457;413.97;14.3096
2024-08-03;20:30:00;3.14053;11.5135;16.3123;1.45;415.999;16.8648
2024-08-03;20:45:00;3.25239;12.4455;17.4152;2.01736;419.207;15.2584
2024-08-03;21:00:00;2.46929;11.4696;15.2427;1.70951;420.78;13.8759
2024-08-03;21:15:00;6.73042;18.1324;28.4165;3.74376;430.846;14.2259
2024-08-03;21:30:00;2.32057;11.185;14.7309;1.97058;422.081;13.4569
2024-08-03;21:45:00;2.75664;17.3213;21.5334;1.56917;431.202;17.5792
2024-08-03;22:00:00;5.90665;20.5618;29.5871;1.73115;427.915;17.6214
2024-08-03;22:15:00;2.41201;12.9465;16.6321;1.59728;419.389;14.388
2024-08-03;22:30:00;4.05349;17.4161;23.6098;2.31995;425.662;16.9566
2024-08-03;22:45:00;5.93077;19.1601;28.2223;2.38413;428.167;14.2199
2024-08-03;23:00:00;6.08144;21.4005;30.693;1.81642;422.446;12.5232
2024-08-03;23:15:00;18.2082;43.1248;70.9469;3.07272;433.607;16.0887
2024-08-03;23:30:00;12.5062;33.3922;52.5016;2.66742;443.159;18.4249
2024-08-03;23:45:00;5.6479;22.2856;30.9155;1.08267;429.276;17.0753
2024-08-04;00:00:00;134.203;53.9021;258.964;1.3877;439.77;18.8387
2024-08-04;00:15:00;4.90842;22.1693;29.6694;0.912355;424.819;14.4694
2024-08-04;00:30:00;12.4516;27.1965;46.2225;2.05123;429.941;16.4062
2024-08-04;00:45:00;6.10326;20.8009;30.1267;0.879144;422.639;14.0551
2024-08-04;01:00:00;5.78137;19.7721;28.6061;1.53882;427.786;11.4142
2024-08-04;01:15:00;30.0976;23.748;69.7372;4.57233;443.815;17.163
2024-08-04;01:30:00;24.7405;26.5661;64.3696;4.19142;448.152;21.8306
2024-08-04;01:45:00;11.6303;23.7708;41.5419;1.40855;436.432;21.091
2024-08-04;02:00:00;6.77717;19.2545;29.61;1.20229;432.149;16.5186
2024-08-04;02:15:00;2.87388;12.5932;16.9844;0.540042;426.438;13.1776
2024-08-04;02:30:00;4.51883;12.8808;19.7856;1.40289;427.647;11.6546
2024-08-04;02:45:00;2.71851;10.3406;14.4944;0.827218;423.482;11.6149
2024-08-04;03:00:00;2.07894;7.93159;11.1082;0.527767;422.153;10.0443
2024-08-04;03:15:00;2.02369;6.42193;9.51413;0.457948;419.579;9.14178
2024-08-04;03:30:00;1.57003;6.46557;8.86458;0.506824;417.548;8.69617
2024-08-04;03:45:00;1.59252;5.99812;8.43149;0.486223;416.945;9.64954
2024-08-04;04:00:00;1.1986;5.94942;7.78088;0.51042;416.111;15.6255
2024-08-04;04:15:00;0.80261;5.75871;6.9851;0.465732;414.82;10.8732
2024-08-04;04:30:00;5.11723;12.3313;20.1505;0.85842;419.462;10.7502
2024-08-04;04:45:00;2.72853;5.65234;9.82153;1.32401;418.559;34.0566
2024-08-04;05:00:00;1.1162;3.5563;5.26186;0.496781;415.246;14.8247
2024-08-04;05:15:00;0.8111;3.21431;4.45367;0.462987;415.722;9.15242
2024-08-04;05:30:00;1.70811;3.87666;6.48666;0.47593;416.866;9.2345
2024-08-04;05:45:00;1.39499;3.70079;5.83233;0.447026;416.591;10.3566
2024-08-04;06:00:00;0.755273;2.02824;3.18229;0.412926;416.111;7.9862
2024-08-04;06:15:00;0.9167;1.79475;3.19547;0.416144;415.597;7.92234
2024-08-04;06:30:00;1.2958;1.36358;3.34356;0.48878;415.001;7.57011
2024-08-04;06:45:00;1.22962;2.47939;4.35825;0.541935;414.98;7.3975
2024-08-04;07:00:00;1.5744;3.23158;5.63725;0.498009;414.304;7.36984
2024-08-04;07:15:00;1.06224;2.07426;3.69736;0.545677;411.279;6.89903
2024-08-04;07:30:00;1.60306;2.31297;4.76244;0.576023;410.918;8.08075
2024-08-04;07:45:00;1.21219;2.25027;4.1025;0.530104;411.202;10.006
2024-08-04;08:00:00;1.77648;3.3734;6.08787;0.51095;410.964;9.78877
2024-08-04;08:15:00;2.8365;6.43888;10.7731;0.431682;410.646;9.09824
2024-08-04;08:30:00;2.61178;4.46761;8.45842;0.442494;409.551;8.38322
2024-08-04;08:45:00;1.76654;2.74322;5.4425;0.513475;408.601;7.99448
2024-08-04;09:00:00;2.98582;3.94763;8.50996;0.55167;408.285;7.24064
2024-08-04;09:15:00;2.26685;2.97546;6.4392;0.448874;407.037;6.3788
2024-08-04;09:30:00;2.93581;3.33342;7.81934;0.54384;406.811;8.35402
2024-08-04;09:45:00;4.41441;8.76683;15.5121;0.472826;406.269;10.5763
2024-08-04;10:00:00;4.43312;9.42519;16.199;0.478656;404.566;8.25543
2024-08-04;10:15:00;9.64648;11.6143;26.3541;0.542467;405.072;8.86011
2024-08-04;10:30:00;4.13728;5.02676;11.3485;0.545193;402.579;7.56419
2024-08-04;10:45:00;5.21507;8.04482;16.0134;0.528533;403.542;7.78943
2024-08-04;11:00:00;8.4684;10.0321;22.9718;0.507385;404.541;10.5619
2024-08-04;11:15:00;4.80247;8.83281;16.171;0.531559;403.203;11.0774
2024-08-04;11:30:00;3.44796;6.77757;12.0461;0.471607;403.772;8.58469
2024-08-04;11:45:00;4.58391;6.92828;13.9325;0.461512;404.268;7.1406
2024-08-04;12:00:00;5.58226;9.93758;18.4673;0.485333;403.927;4.43393
2024-08-04;12:15:00;9.51936;14.8196;29.3652;0.684372;409.497;11.1884
2024-08-04;12:30:00;7.83859;14.474;26.4514;0.706767;407.949;22.3528
2024-08-04;12:45:00;2.39266;4.34894;8.00491;0.461652;400.245;7.69966
2024-08-04;13:00:00;2.15398;4.75046;8.04173;0.540315;400.492;3.06451
2024-08-04;13:15:00;2.01612;5.10812;8.18875;0.519206;402.331;2.18739
2024-08-04;13:30:00;1.9612;5.35473;8.35144;0.453609;400.396;7.51831
2024-08-04;13:45:00;2.88581;8.07692;12.4864;0.417104;401.487;11.9957
2024-08-04;14:00:00;10.2114;15.498;31.1011;0.605227;411.882;20.5531
2024-08-04;14:15:00;8.62704;15.5205;28.7026;0.632803;415.955;25.8637
2024-08-04;14:30:00;8.56694;12.4431;25.5334;0.74438;412.209;20.0826
2024-08-04;14:45:00;8.05368;12.8851;25.1912;0.48859;412.924;6.10971
2024-08-04;15:00:00;6.38125;14.3095;24.06;0.517892;413.711;6.61554
2024-08-04;15:15:00;7.96545;26.6575;38.8287;0.632376;412.962;6.72505
2024-08-04;15:30:00;14.7443;32.7916;55.3209;0.559604;409.481;13.4461
2024-08-04;15:45:00;6.00314;15.7656;24.9384;0.570871;403.878;12.6529
2024-08-04;16:00:00;5.33313;15.2821;23.4312;0.622338;405.207;6.60023
2024-08-04;16:15:00;7.14163;18.6126;29.525;0.550186;406.237;5.87038
2024-08-04;16:30:00;6.18353;15.1661;24.6146;0.532345;404.388;9.10674
2024-08-04;16:45:00;7.59142;16.8192;28.4188;0.554146;406.207;10.1902
2024-08-04;17:00:00;10.5288;15.4733;31.5613;0.488925;405.66;7.43574
2024-08-04;17:15:00;4.48784;11.3141;18.1716;0.509531;405.038;9.12143
2024-08-04;17:30:00;4.07129;11.8428;18.0637;0.458767;404.359;9.36165
2024-08-04;17:45:00;3.5181;10.1784;15.5541;0.49835;403.469;7.17753
2024-08-04;18:00:00;4.16496;12.7402;19.1043;0.607662;406.683;9.01553
2024-08-04;18:15:00;7.94803;14.6754;26.82;0.676222;408.795;10.7148
2024-08-04;18:30:00;3.81868;12.5442;18.3791;0.623919;402.797;6.92803
2024-08-04;18:45:00;4.2253;12.8185;19.2748;0.6216;402.784;10.0949
2024-08-04;19:00:00;2.04269;9.52055;12.6418;0.564147;400.526;9.86038
2024-08-04;19:15:00;2.45285;8.78961;12.5376;0.600534;401.488;7.31997
2024-08-04;19:30:00;1.5627;6.15636;8.54417;0.60564;402.038;6.14154
2024-08-04;19:45:00;2.91481;8.11346;12.5673;0.578836;403.698;7.5574
2024-08-04;20:00:00;3.58083;7.90767;13.3792;0.544035;404.413;8.03966
2024-08-04;20:15:00;1.70366;7.33567;9.93886;0.523972;404.628;8.26279
2024-08-04;20:30:00;2.4089;10.101;13.7818;0.44827;404.522;10.3943
2024-08-04;20:45:00;1.60578;10.6801;13.1337;0.43752;405.021;8.92825
